,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Demanda Bioquímica de Oxígeno (DBO) [mg/L],Demanda Química de Oxígeno (DQO) [mg/L],Sólidos Suspendidos Totales (SST) [mg/L],Coliformes Fecales (CF) [NMP/100mL],E. Coli (EC) [NMP/100mL],Enterococos (ENT) [NMP/100mL],Toxicidad aguda (TA) [UTa],Oxígeno Disuelto (OD) [mg/L],SEMAFORO,CONTAMINANTES
722,DLGUA1151,ACAMBARO (PUENTE FERROCARIL),LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.7616,20.0533,2012-2023,11,46,<25,11000,4600,,<1,79.19999999999999,Rojo,"DQO,CF,E_COLI,TOX_L,"
723,DLGUA1152,PUENTE FFCC ACAMBARO,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 4,RIO LERMA,LÓTICO A - TIPO 9,RÍO,-100.73071,20.04902,2012-2023,10,48.5,<25,24000,11000,,<1,84.75,Rojo,"DQO,CF,E_COLI,"
724,DLGUA1155,RIO LERMA 33,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.67767,20.03876,2012-2023,9,56,<25,24000,3500,,<1,62.5,Rojo,"DQO,CF,E_COLI,"
725,DLGUA1156,RIO LERMA 34 (AGUA CALIENTE 1),LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.6816,20.04193,2012-2023,8.5,47.5,<25,750,430,,<1,92.19999999999999,Rojo,"DQO,TOX_L,"
726,DLGUA1157,RIO LERMA 15,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.67931,20.04858,2012-2023,9,49,<25,90,40,,<1,103.7,Rojo,"DQO,"
727,DLGUA1158,PRESA SOLIS 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.66697,20.05221,2012-2023,11.5,59,<25,4,4,,,,Rojo,"DQO,"
728,DLGUA1159,PRESA SOLIS 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.63615,20.04113,2012-2023,11,47,<25,27.5,12,,,,Rojo,"DQO,"
729,DLGUA1160,PRESA SOLIS 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.63361,20.06526,2012-2023,14,55,<25,22,6.5,,,,Rojo,"DQO,OD%F,"
730,DLGUA1161,PRESA SOLIS 4,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.61889,20.08571,2012-2023,9,49,<25,19,9,,,,Rojo,"DQO,"
731,DLGUA1162,PRESA SOLIS 5,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.57757,20.07576,2012-2023,13,52,<25,4,3.5,,,,Rojo,"DQO,OD%F,"
732,DLGUA1163,PRESA SOLIS 7,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.54172,20.07873,2012-2023,13,53.5,<25,16,5.5,,,,Rojo,"DQO,OD%F,"
733,DLGUA1164,PRESA SOLIS 6,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,PRESA SOLIS,LÉNTICO (HUMEDAL),PRESA,-100.58251,20.05404,2012-2023,11.5,44.5,<25,23,9,,,,Rojo,"DQO,OD%F,"
734,DLGUA1165,RIO LERMA 16,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.50567,20.05929,2012-2023,9,70,34,430,470,,1,97.6,Rojo,"DQO,"
735,DLGUA1165M1,RÍO GUANAJUATO,LERMA SANTIAGO PACIFICO,GUANAJUATO,PUEBLO NUEVO,RÍO LERMA 5,RÍO GUANAJUATO,LÓTICO A - TIPO 9,RÍO,-101.37832,20.51801,2012-2023,42,84,50,24000,24000,,2.677,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
736,DLGUA1166,RIO LERMA 14,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,RÍO LERMA 3,RIO LERMA,LÓTICO,ARROYO,-100.48949,20.0367,2012-2023,37,73,35,4,4,,<1,35.7,Rojo,"DBO,DQO,"
737,DLGUA1167,RIO LERMA 13,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.49446,20.02265,2012-2023,16,60,54,4600,2400,,1,86.2,Rojo,"DQO,CF,E_COLI,"
738,DLGUA1168,RIO LERMA 71,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.47961,20.00932,2012-2023,11.5,42,35,17500,11000,,1,94.4,Rojo,"DQO,CF,E_COLI,TOX_L,"
739,DLGUA1169,RH12-3 LERMA,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.47604,20.011,2012-2023,8,70,40,11000,11000,,1,90.35,Rojo,"DQO,CF,E_COLI,TOX_L,"
740,DLGUA1171,RIO LERMA 37,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.88409,20.18021,2012-2023,13,52,35.75,11000,4600,,1,79.9,Rojo,"DQO,CF,E_COLI,"
741,DLGUA1172,EJIDO DE LA ANGOSTURA,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.8886,20.22455,2012-2023,14,50,47,24000,11000,,2.91,91.75,Rojo,"DQO,CF,E_COLI,"
742,DLGUA1174,RIO LERMA 44,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.93744,20.27301,2012-2023,12,50,46,11000,4600,,1,77.9,Rojo,"DQO,CF,E_COLI,"
743,DLGUA1175,RIO LERMA 45,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-100.93905,20.27388,2012-2023,12,45,41,11000,4600,,1,77.8,Rojo,"DQO,CF,E_COLI,"
744,DLGUA1176,ARMADILLO,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-101.02229,20.28375,2012-2023,11,54,40,4600,4600,,<1,84.6,Rojo,"DQO,CF,E_COLI,"
745,DLGUA1177,RIO LERMA 24,LERMA SANTIAGO PACIFICO,GUANAJUATO,JARAL DEL PROGRESO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-101.03851,20.33619,2012-2023,12.5,47.5,54,24000,11000,,<1,55.1,Rojo,"DQO,CF,E_COLI,TOX_L,"
746,DLGUA1178,SANTA JULIA,LERMA SANTIAGO PACIFICO,GUANAJUATO,JARAL DEL PROGRESO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-101.01978,20.39946,2012-2023,12.7,49,48,1665,1460,,1.2306177701206,84.3,Rojo,"DQO,CF,E_COLI,"
747,DLGUA1179,RIO LERMA 64,LERMA SANTIAGO PACIFICO,GUANAJUATO,CORTAZAR,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-101.02727,20.41454,2012-2023,17,76,70,7800,4600,,1.2004801920768309,35.5,Rojo,"DQO,CF,E_COLI,TOX_L,"
748,DLGUA1180,RIO LERMA 26,LERMA SANTIAGO PACIFICO,GUANAJUATO,JARAL DEL PROGRESO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-101.0311,20.4137,2012-2023,17,79,75.5,11000,4600,,1.3003901170351104,29.3,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,"
749,DLGUA1181,AGUAS ARRIBA RIO LAJA,LERMA SANTIAGO PACIFICO,GUANAJUATO,VALLE DE SANTIAGO,RÍO LERMA 4,RIO LERMA,LÓTICO,RÍO,-101.14575,20.47891,2012-2023,22,57.5,62,4600,2100,,1,37.9,Rojo,"DQO,CF,E_COLI,"
750,DLGUA1182,LAGO DE YURIRIA 6,LERMA SANTIAGO PACIFICO,GUANAJUATO,YURIRIA,LAGUNA DE YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,-101.08871,20.28382,2012-2023,15,54,40,66.5,21.5,,,,Rojo,"DQO,"
751,DLGUA1183,LAGO DE YURIRIA 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,YURIRIA,LAGUNA DE YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,-101.09267,20.23812,2012-2023,16,49,44,40,23,,,,Rojo,"DQO,"
752,DLGUA1184,LAGO DE YURIRIA 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,YURIRIA,LAGUNA DE YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,-101.13328,20.23743,2012-2023,14,55,50,121.5,43,,,,Rojo,"DQO,"
753,DLGUA1185,LAGO DE YURIRIA 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,YURIRIA,LAGUNA DE YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,-101.15874,20.24038,2012-2023,14,61,55,91.5,41.5,,,,Rojo,"DQO,"
754,DLGUA1186,LAGO DE YURIRIA 4,LERMA SANTIAGO PACIFICO,GUANAJUATO,YURIRIA,LAGUNA DE YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,-101.17537,20.24636,2012-2023,15.5,71,49,49,23,,,,Rojo,"DQO,"
755,DLGUA1187,LAGO DE YURIRIA 5,LERMA SANTIAGO PACIFICO,GUANAJUATO,YURIRIA,LAGUNA DE YURIRIA,LAGO DE YURIRIA,LÉNTICO (HUMEDAL),LAGO,-101.1697,20.26025,2012-2023,17,66,43,43,23,,,,Rojo,"DQO,"
756,DLGUA6592,AGUAS ABAJO DE PRESA EL REALITO,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,RIO SANTA MARIA,LÓTICO,ARROYO,-100.234753,21.606528,2012-2023,<3,21.74,<25,433,,,,95.3,Verde,
757,DLGUA956,RIO LERMA 39,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RÍO LERMA 6,RIO LERMA,LÓTICO,RÍO,-101.93056,20.20827,2012-2023,8.12,42.905,78,7081.5,2963.5,,<1,75.5,Rojo,"DQO,CF,E_COLI,"
758,DLGUA957,RIO LERMA 19,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RÍO LERMA 6,RIO LERMA,LÓTICO,RÍO,-101.93991,20.25134,2012-2023,8.15,40.4,88,10462,4229,,<1,71.9,Rojo,"DQO,CF,E_COLI,"
759,DLGUA958,RIO LERMA 53,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RÍO LERMA 6,RIO LERMA,LÓTICO,RÍO,-101.94698,20.3309,2012-2023,8.120000000000001,44.7,85,11199,3873,,<1,58.2,Rojo,"DQO,CF,E_COLI,"
760,DLGUA959,RIO LERMA 55,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RÍO LERMA 6,RIO LERMA,LÓTICO,RÍO,-101.94617,20.33449,2012-2023,10.98,48.2,98,10462,3432,,<1,57.1,Rojo,"DQO,CF,E_COLI,"
761,DLGUA960,AF-6 RIO COLORADO,LERMA SANTIAGO PACIFICO,GUANAJUATO,MANUEL DOBLADO,RÍO TURBIO,RIO TURBIO,LÓTICO A - TIPO 8,RÍO,-101.88312,20.6521,2012-2023,10,43,<25,430,292,,1.505,63.1,Rojo,"DQO,TOX_L,"
762,DLGUA962,RT-7 BIS CANAL ISABELOTA EN MARAVILLAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,MANUEL DOBLADO,RÍO TURBIO,RIO TURBIO,LÓTICO A - TIPO 8,RÍO,-101.89861,20.75381,2012-2023,161.05,489.99,134.16500000000002,30548,24196,,10.479,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
763,DLGUA963,RIO TURBIO 6,LERMA SANTIAGO PACIFICO,GUANAJUATO,MANUEL DOBLADO,RÍO TURBIO,RIO TURBIO,LÓTICO (HUMEDAL),RÍO,-101.90831,20.74185,2012-2023,33.91,144.16,78.75,24196,24196,,4.36,54.3,Rojo,"DBO,DQO,CF,E_COLI,TOX_L,"
764,DLGUA965,SAN JOSE DE LA PAZ,LERMA SANTIAGO PACIFICO,GUANAJUATO,MANUEL DOBLADO,RÍO TURBIO,RIO TURBIO,LÉNTICO (HUMEDAL),LAGO,-101.91853,20.77489,2012-2023,8.365,63.805,58.075,2934,46.5,,,,Rojo,"DQO,CF,"
765,DLGUA967,RIO TURBIO 4,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RÍO TURBIO,RIO TURBIO,LÓTICO (HUMEDAL),RÍO,-101.93858,20.82276,2012-2023,8.56,67.47,64.16499999999999,9067,1096.5,,1.592,48.8,Rojo,"DQO,CF,E_COLI,TOX_L,"
766,DLGUA968,RT-7 RIO TURBIO-A.A. ARROYO LOS VENEROS,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RÍO TURBIO,RIO TURBIO,LÓTICO A - TIPO 8,RÍO,-101.92576,20.87928,2012-2023,33.39,117.145,81.25,24196,24196,,2.35571260306243,29.950000000000003,Rojo,"DBO,DQO,CF,E_COLI,OD%L,"
767,DLGUA968M1,RIO TEMASCATIO DESPUES DEL DUCTO MINIMIZADOR DE OLORES,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALAMANCA,RÍO LERMA 5,RIO TEMASCATIO,LÓTICO,RÍO,-101.2678,20.58217,2012-2023,62.81,213.925,71.925,166380,150880,,7.59,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
768,DLGUA969,RIO TURBIO 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RÍO TURBIO,RIO TURBIO,LÓTICO,RÍO,-101.89172,20.90354,2012-2023,16.16,119.16499999999999,54.29,24196,24196,,5.767,23.6,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,"
769,DLGUA970,RIO TURBIO 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RÍO TURBIO,RIO TURBIO,LÓTICO,RÍO,-101.89496,20.92304,2012-2023,24.310000000000002,112.42,52.1,24196,24196,,7.095,20.85,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,"
770,DLGUA976,"ESTUDIO ESPECIAL RIO LA LAJA, VALLE VERDE",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO QUERÉTARO,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.49055,20.59412,2012-2023,67,158.5,59,2400,2400,,1.53,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
771,DLGUA977,"ESTUDIO ESPECIAL RIO LA LAJA, GRANJAS MARISCALA",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO QUERÉTARO,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.521109,20.586238,2012-2023,122,240.5,99,2400,2400,,1.58,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,"
772,DLGUA978,"ESTUDIO ESPECIAL RIO LA LAJA, DAR INDUSTRIAL DE PROCTER AND GAMBLE",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO QUERÉTARO,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.554175,20.571653,2012-2023,54.5,115,41,1200.75,1200.75,,1.53,37.05,Rojo,"DBO,DQO,CF,E_COLI,"
773,DLGUA979,"ESTUDIO ESPECIAL RIO LA LAJA, OBRAJUELO",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO QUERÉTARO,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.56331,20.56294,2012-2023,63,203,57,<3,<3,,1.45,<10,Rojo,"DBO,DQO,OD%L,"
774,DLGUA980,"ESTUDIO ESPECIAL RIO LA LAJA, TENANGO",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO QUERÉTARO,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.58154,20.55653,2012-2023,140.5,370,76.5,,,,3.58,<10,Rojo,"DBO,DQO,OD%L,"
775,DLGUA981,"ESTUDIO ESPECIAL RIO LA LAJA, ESTACION TRES GUERRAS",LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.775256,20.516019,2012-2023,57,158.5,52,,,,1.45,22.15,Rojo,"DBO,DQO,OD%L,"
776,DLGUA982,"ESTUDIO ESPECIAL RIO LA LAJA, DAR MUNICIPAL DE APASEO EL GRANDE",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.701913,20.55764,2012-2023,216,503,606.5,2400,2400,,3.6,<10,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,"
777,DLGUA983,"ESTUDIO ESPECIAL RIO LA LAJA, APASEO EL GRANDE",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.69721,20.5397,2012-2023,83,172,49,2400,2400,,2.4390243902439,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,"
778,DLGUA985,"ESTUDIO ESPECIAL RIO LA LAJA, PRESA ALLENDE 1",LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN MIGUEL DE ALLENDE,RÍO LA LAJA 1,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.795806,20.876008,2012-2023,25,58.5,69,5504.5,7,,,,Rojo,"DQO,CF,"
779,DLGUA990,"ESTUDIO ESPECIAL RIO LA LAJA, DAR MUNICIPALES EN SAN JUAN DEL LLANITO",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL ALTO,RÍO QUERÉTARO,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.545409,20.521314,2012-2023,7,,267,2400,2400,,<1,55,Amarillo,"SST,CF,E_COLI,"
780,DLGUA991,"ESTUDIO ESPECIAL RIO LA LAJA, RIO APASEO ANTES DE SU CONFLUENCIA CON RIO LA LAJA",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.711703,20.544701,2012-2023,61.5,195.5,65.5,,,,2.86,18.35,Rojo,"DBO,DQO,OD%L,"
781,DLGUA992,TRES GUERRAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,RÍO LA LAJA 2,RIO LAJA,LÓTICO,RÍO,-100.7751,20.51607,2012-2023,37,115,60,24000,24000,,5.36,15.81,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
782,DLGUA993,"ESTUDIO ESPECIAL RIO LA LAJA, DAR MUNICIPAL DE CELAYA EN AVON",LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),CANAL,-100.79806,20.483859,2012-2023,178.5,409.5,68,,,,4.17,<10,Rojo,"DBO,DQO,OD%L,"
783,DLGUA994,"ESTUDIO ESPECIAL RIO LA LAJA, AGUAS ARRIBA DAR MUNICIPALES DE CELAYA EN AVON",LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.79699,20.48334,2012-2023,145,219,43,,,,1.41,<10,Rojo,"DBO,DQO,OD%L,"
784,DLGUA995,"ESTUDIO ESPECIAL RIO LA LAJA, EFLUENTE DE LA PTAR DE CORTAZAR",LERMA SANTIAGO PACIFICO,GUANAJUATO,CORTAZAR,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.987766,20.478242,2012-2023,20.5,72,<25,2400,2400,,1,54.7,Rojo,"DQO,CF,E_COLI,"
785,DLGUA997,"ESTUDIO ESPECIAL RIO LA LAJA, BACHOCO",LERMA SANTIAGO PACIFICO,GUANAJUATO,CORTAZAR,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.90718,20.501911,2012-2023,79.5,366,61.5,,,,3.64,11.55,Rojo,"DBO,DQO,OD%L,"
786,DLGUA998,"ESTUDIO ESPECIAL RIO LA LAJA, DAR INDUSTRIALES EN DE ACERO",LERMA SANTIAGO PACIFICO,GUANAJUATO,CORTAZAR,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.928606,20.513095,2012-2023,18,72,38,2400,2400,,1,41.75,Rojo,"DQO,CF,E_COLI,"
787,DLGUA999,"ESTUDIO ESPECIAL RIO LA LAJA, DAR INDUSTRIALES EN GRUPO BACHOCO",LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,RÍO LA LAJA 2,RIO LA LAJA,LÓTICO (ESTUDIO ESPECIAL),RÍO,-100.887003,20.517714,2012-2023,261,611,65,,,,13.3,<10,Rojo,"DBO,DQO,OD%L,TOX_L,"
788,DLGUE1196,ARROYO CAMARON,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.8919,16.85535,2012-2023,,,42.5,40,,25.5,,,Verde,
789,DLGUE1197,ARROYO PAPAGAYO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88617,16.85835,2012-2023,,,40,<3,,10,,,Verde,
790,DLGUE1198,ARROYO MICHOACAN,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88928,16.8567,2012-2023,,,44,40,,20,,,Verde,
791,DLGUE1199,ARROYO GARITA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.87402,16.85715,2012-2023,,,<25,90,,121,,,Verde,
792,DLGUE1200,ARROYO MAGALLANES,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88335,16.85871,2012-2023,,,34,<3,,30,,,Verde,
793,DLGUE1201,TORRE ACAPULCO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.86224,16.85351,2012-2023,,,28,<3,,<3,,,Verde,
794,DLGUE1202,PLAYA COPACABANA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85779,16.851,2012-2023,,,<25,<3,,10,,,Verde,
795,DLGUE1203,ARROYO ICACOS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85229,16.84192,2012-2023,,,25,<3,,10,,,Verde,
796,DLGUE1204,ASTILLERO MARINA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85243,16.84015,2012-2023,,,<25,<3,,<3,,,Verde,
797,DLGUE1205,PLAYA DEL SECRETO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85841,16.83467,2012-2023,,,25,<3,,<3,,,Verde,
798,DLGUE1206,LA CONDESA BRISAS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.86954,16.82499,2012-2023,,,<25,<3,,<3,,,Verde,
799,DLGUE1207,PLAYA CONDESA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.86918,16.85511,2012-2023,,,37,<3,,10,,,Verde,
800,DLGUE1208,MAJAHUA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.84035,16.79515,2012-2023,,,<25,<3,,<3,,,Verde,
801,DLGUE1209,PICHILINGUE,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.84921,16.80903,2012-2023,,,28,<3,,<3,,,Verde,
802,DLGUE1210,LAS PALAPAS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.83754,16.79992,2012-2023,,,<25,<3,,<3,,,Verde,
803,DLGUE1211,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V. (AGUAS ARRIBA)",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RÍO LA SABANA 2,LAGUNA NEGRA DE PUERTO MARQUEZ,LÓTICO,DESCARGA,-99.8035,16.80672,2012-2023,31,102.42,34,24000,11000,,11.59,21.6,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
804,DLGUE1212,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V. (AGUAS ABAJO)",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RÍO LA SABANA 2,LAGUNA NEGRA DE PUERTO MARQUEZ,LÓTICO,DESCARGA,-99.81848,16.80826,2012-2023,,,62.145,24000,,2587.5,,,Rojo,"CF,ENT_FEC,OD%S,TOX_S,"
805,DLGUE1212W1,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V. (AGUAS ABAJO)",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RÍO LA SABANA 2,CANAL MEANDRICO DEL RIO LA SABANA,LÓTICO,RÍO,-99.81782,16.80929,2012-2023,14.5,59.199999999999996,29.625,24000,24000,,3.765,15.850000000000001,Rojo,"DQO,CF,E_COLI,OD%L,"
